content_id,course_id,content_title,duration_seconds,sequence
CONT01285,C145,Statistics — Lecture 2: Examples,684,2
CONT01286,C145,Statistics — Lecture 3: Overview,2841,3
CONT01287,C145,Statistics — Lecture 4: Case Study,3250,4
CONT01288,C145,Statistics — Lecture 5: Examples,748,5
CONT01289,C145,Statistics — Lecture 6: Overview,1485,6
CONT01290,C145,Statistics — Lecture 7: Examples,1001,7
CONT01291,C145,Statistics — Lecture 8: Overview,2268,8
CONT01292,C145,Statistics — Lecture 9: Summary,492,9
CONT01293,C146,Macroeconomics — Lecture 1: Case Study,1964,1
CONT01294,C146,Macroeconomics — Lecture 2: Exercise,1366,2
CONT01295,C146,Macroeconomics — Lecture 3: Overview,403,3
CONT01296,C146,Macroeconomics — Lecture 4: Exercise,2762,4
CONT01297,C146,Macroeconomics — Lecture 5: Case Study,2620,5
CONT01298,C146,Macroeconomics — Lecture 6: Case Study,1848,6
CONT01299,C146,Macroeconomics — Lecture 7: Case Study,1723,7
CONT01300,C146,Macroeconomics — Lecture 8: Examples,3047,8
CONT01301,C146,Macroeconomics — Lecture 9: Examples,1260,9
CONT01302,C147,Deep Learning — Lecture 1: Examples,2946,1
CONT01303,C147,Deep Learning — Lecture 2: Examples,3044,2
CONT01304,C147,Deep Learning — Lecture 3: Exercise,2936,3
CONT01305,C147,Deep Learning — Lecture 4: Exercise,2182,4
CONT01306,C147,Deep Learning — Lecture 5: Overview,3566,5
CONT01307,C147,Deep Learning — Lecture 6: Overview,1192,6
CONT01308,C148,Network Fundamentals — Lecture 1: Summary,3038,1
CONT01309,C148,Network Fundamentals — Lecture 2: Examples,2581,2
CONT01310,C148,Network Fundamentals — Lecture 3: Summary,2377,3
CONT01311,C148,Network Fundamentals — Lecture 4: Deep Dive,602,4
CONT01312,C148,Network Fundamentals — Lecture 5: Overview,2477,5
CONT01313,C148,Network Fundamentals — Lecture 6: Examples,2221,6
CONT01314,C148,Network Fundamentals — Lecture 7: Examples,1949,7
CONT01315,C148,Network Fundamentals — Lecture 8: Exercise,3216,8
CONT01316,C148,Network Fundamentals — Lecture 9: Summary,3445,9
CONT01317,C149,Spanish Basics — Lecture 1: Exercise,2031,1
CONT01318,C149,Spanish Basics — Lecture 2: Exercise,3143,2
CONT01319,C149,Spanish Basics — Lecture 3: Case Study,1914,3
CONT01320,C149,Spanish Basics — Lecture 4: Case Study,344,4
CONT01321,C149,Spanish Basics — Lecture 5: Examples,2259,5
CONT01322,C149,Spanish Basics — Lecture 6: Summary,3429,6
CONT01323,C149,Spanish Basics — Lecture 7: Case Study,2131,7
CONT01324,C149,Spanish Basics — Lecture 8: Overview,2312,8
CONT01325,C149,Spanish Basics — Lecture 9: Case Study,2918,9
CONT01326,C149,Spanish Basics — Lecture 10: Overview,1050,10
CONT01327,C150,Spanish Basics — Lecture 1: Deep Dive,746,1
CONT01328,C150,Spanish Basics — Lecture 2: Exercise,1151,2
CONT01329,C150,Spanish Basics — Lecture 3: Exercise,1098,3
CONT01330,C150,Spanish Basics — Lecture 4: Examples,2710,4
CONT01331,C150,Spanish Basics — Lecture 5: Examples,810,5
CONT01332,C150,Spanish Basics — Lecture 6: Deep Dive,962,6
CONT01333,C150,Spanish Basics — Lecture 7: Deep Dive,426,7
CONT01334,C150,Spanish Basics — Lecture 8: Examples,1092,8
CONT01335,C150,Spanish Basics — Lecture 9: Deep Dive,2164,9
CONT01336,C150,Spanish Basics — Lecture 10: Overview,2791,10
CONT01337,C151,Python Programming — Lecture 1: Case Study,2388,1
CONT01338,C151,Python Programming — Lecture 2: Case Study,2412,2
CONT01339,C151,Python Programming — Lecture 3: Exercise,3335,3
CONT01340,C151,Python Programming — Lecture 4: Summary,840,4
CONT01341,C151,Python Programming — Lecture 5: Examples,1234,5
CONT01342,C151,Python Programming — Lecture 6: Examples,698,6
CONT01343,C151,Python Programming — Lecture 7: Overview,2430,7
CONT01344,C151,Python Programming — Lecture 8: Case Study,2996,8
CONT01345,C151,Python Programming — Lecture 9: Case Study,1711,9
CONT01346,C151,Python Programming — Lecture 10: Examples,2735,10
CONT01347,C152,Calculus I — Lecture 1: Deep Dive,1963,1
CONT01348,C152,Calculus I — Lecture 2: Summary,2761,2
CONT01349,C152,Calculus I — Lecture 3: Overview,2341,3
CONT01350,C152,Calculus I — Lecture 4: Summary,355,4
CONT01351,C152,Calculus I — Lecture 5: Exercise,1601,5
CONT01352,C152,Calculus I — Lecture 6: Case Study,1154,6
CONT01353,C152,Calculus I — Lecture 7: Case Study,3033,7
CONT01354,C152,Calculus I — Lecture 8: Exercise,1592,8
CONT01355,C152,Calculus I — Lecture 9: Deep Dive,1020,9
CONT01356,C152,Calculus I — Lecture 10: Summary,2010,10
CONT01357,C152,Calculus I — Lecture 11: Exercise,2512,11
CONT01358,C152,Calculus I — Lecture 12: Overview,1837,12
CONT01359,C153,Classical Mechanics — Lecture 1: Overview,1221,1
CONT01360,C153,Classical Mechanics — Lecture 2: Examples,3575,2
CONT01361,C153,Classical Mechanics — Lecture 3: Examples,2420,3
CONT01362,C153,Classical Mechanics — Lecture 4: Case Study,2873,4
CONT01363,C153,Classical Mechanics — Lecture 5: Summary,2068,5
CONT01364,C153,Classical Mechanics — Lecture 6: Deep Dive,3523,6
CONT01365,C153,Classical Mechanics — Lecture 7: Overview,3582,7
CONT01366,C153,Classical Mechanics — Lecture 8: Examples,3325,8
CONT01367,C153,Classical Mechanics — Lecture 9: Deep Dive,558,9
CONT01368,C153,Classical Mechanics — Lecture 10: Exercise,2163,10
CONT01369,C153,Classical Mechanics — Lecture 11: Exercise,3464,11
CONT01370,C153,Classical Mechanics — Lecture 12: Overview,2295,12
CONT01371,C154,Cybersecurity Basics — Lecture 1: Summary,620,1
CONT01372,C154,Cybersecurity Basics — Lecture 2: Case Study,2973,2
CONT01373,C154,Cybersecurity Basics — Lecture 3: Exercise,440,3
CONT01374,C154,Cybersecurity Basics — Lecture 4: Overview,643,4
CONT01375,C154,Cybersecurity Basics — Lecture 5: Summary,2171,5
CONT01376,C154,Cybersecurity Basics — Lecture 6: Summary,718,6
CONT01377,C154,Cybersecurity Basics — Lecture 7: Summary,1284,7
CONT01378,C155,Databases — Lecture 1: Examples,446,1
CONT01379,C155,Databases — Lecture 2: Summary,1563,2
CONT01380,C155,Databases — Lecture 3: Deep Dive,3226,3
CONT01381,C155,Databases — Lecture 4: Summary,447,4
CONT01382,C155,Databases — Lecture 5: Examples,968,5
CONT01383,C155,Databases — Lecture 6: Examples,1507,6
CONT01384,C155,Databases — Lecture 7: Overview,1849,7
CONT01385,C155,Databases — Lecture 8: Summary,1607,8
CONT01386,C155,Databases — Lecture 9: Overview,2418,9
CONT01387,C156,Project Management — Lecture 1: Deep Dive,2691,1
CONT01388,C156,Project Management — Lecture 2: Case Study,1348,2
CONT01389,C156,Project Management — Lecture 3: Exercise,2146,3
CONT01390,C156,Project Management — Lecture 4: Case Study,750,4
CONT01391,C156,Project Management — Lecture 5: Case Study,1798,5
CONT01392,C156,Project Management — Lecture 6: Exercise,740,6
CONT01393,C156,Project Management — Lecture 7: Overview,3275,7
CONT01394,C156,Project Management — Lecture 8: Deep Dive,884,8
CONT01395,C156,Project Management — Lecture 9: Examples,2833,9
CONT01396,C157,Calculus II — Lecture 1: Summary,1469,1
CONT01397,C157,Calculus II — Lecture 2: Examples,735,2
CONT01398,C157,Calculus II — Lecture 3: Deep Dive,1265,3
CONT01399,C157,Calculus II — Lecture 4: Summary,3128,4
CONT01400,C157,Calculus II — Lecture 5: Overview,3411,5
CONT01401,C157,Calculus II — Lecture 6: Exercise,3055,6
CONT01402,C157,Calculus II — Lecture 7: Overview,2723,7
CONT01403,C157,Calculus II — Lecture 8: Deep Dive,1571,8
CONT01404,C157,Calculus II — Lecture 9: Overview,318,9
CONT01405,C158,Algorithms — Lecture 1: Case Study,858,1
CONT01406,C158,Algorithms — Lecture 2: Exercise,2086,2
CONT01407,C158,Algorithms — Lecture 3: Examples,3163,3
CONT01408,C158,Algorithms — Lecture 4: Exercise,2303,4
CONT01409,C158,Algorithms — Lecture 5: Case Study,1894,5
CONT01410,C158,Algorithms — Lecture 6: Exercise,2265,6
CONT01411,C158,Algorithms — Lecture 7: Examples,1337,7
CONT01412,C158,Algorithms — Lecture 8: Deep Dive,1953,8
CONT01413,C158,Algorithms — Lecture 9: Summary,674,9
CONT01414,C158,Algorithms — Lecture 10: Examples,2178,10
CONT01415,C158,Algorithms — Lecture 11: Deep Dive,3115,11
CONT01416,C158,Algorithms — Lecture 12: Exercise,3229,12
CONT01417,C159,Cloud Computing — Lecture 1: Examples,2474,1
CONT01418,C159,Cloud Computing — Lecture 2: Overview,2921,2
CONT01419,C159,Cloud Computing — Lecture 3: Summary,3022,3
CONT01420,C159,Cloud Computing — Lecture 4: Case Study,2984,4
CONT01421,C159,Cloud Computing — Lecture 5: Overview,3031,5
CONT01422,C159,Cloud Computing — Lecture 6: Deep Dive,1794,6
CONT01423,C159,Cloud Computing — Lecture 7: Deep Dive,2606,7
CONT01424,C159,Cloud Computing — Lecture 8: Overview,2129,8
CONT01425,C159,Cloud Computing — Lecture 9: Case Study,3490,9
CONT01426,C159,Cloud Computing — Lecture 10: Deep Dive,667,10
CONT01427,C159,Cloud Computing — Lecture 11: Examples,2936,11
CONT01428,C160,Cell Biology — Lecture 1: Examples,1531,1
CONT01429,C160,Cell Biology — Lecture 2: Examples,3104,2
CONT01430,C160,Cell Biology — Lecture 3: Examples,1554,3
CONT01431,C160,Cell Biology — Lecture 4: Overview,1191,4
CONT01432,C160,Cell Biology — Lecture 5: Exercise,1759,5
CONT01433,C160,Cell Biology — Lecture 6: Summary,2276,6
CONT01434,C160,Cell Biology — Lecture 7: Examples,422,7
CONT01435,C160,Cell Biology — Lecture 8: Deep Dive,3401,8
CONT01436,C160,Cell Biology — Lecture 9: Overview,2150,9
CONT01437,C160,Cell Biology — Lecture 10: Summary,2457,10
CONT01438,C160,Cell Biology — Lecture 11: Case Study,498,11
CONT01439,C161,Human-Computer Interaction — Lecture 1: Overview,582,1
CONT01440,C161,Human-Computer Interaction — Lecture 2: Examples,1130,2
CONT01441,C161,Human-Computer Interaction — Lecture 3: Exercise,3538,3
CONT01442,C161,Human-Computer Interaction — Lecture 4: Deep Dive,1994,4
CONT01443,C161,Human-Computer Interaction — Lecture 5: Examples,2125,5
CONT01444,C161,Human-Computer Interaction — Lecture 6: Deep Dive,2883,6
CONT01445,C162,Business Management — Lecture 1: Examples,2466,1
CONT01446,C162,Business Management — Lecture 2: Case Study,2900,2
CONT01447,C162,Business Management — Lecture 3: Case Study,932,3
CONT01448,C162,Business Management — Lecture 4: Summary,2799,4
CONT01449,C162,Business Management — Lecture 5: Deep Dive,2203,5
CONT01450,C162,Business Management — Lecture 6: Summary,457,6
CONT01451,C162,Business Management — Lecture 7: Deep Dive,2705,7
CONT01452,C162,Business Management — Lecture 8: Examples,3278,8
CONT01453,C162,Business Management — Lecture 9: Exercise,1804,9
CONT01454,C162,Business Management — Lecture 10: Overview,3020,10
CONT01455,C163,Organic Chemistry — Lecture 1: Summary,2368,1
CONT01456,C163,Organic Chemistry — Lecture 2: Examples,3233,2
CONT01457,C163,Organic Chemistry — Lecture 3: Exercise,2498,3
CONT01458,C163,Organic Chemistry — Lecture 4: Case Study,3493,4
CONT01459,C163,Organic Chemistry — Lecture 5: Summary,671,5
CONT01460,C163,Organic Chemistry — Lecture 6: Examples,2097,6
CONT01461,C164,Business Management — Lecture 1: Summary,2953,1
CONT01462,C164,Business Management — Lecture 2: Summary,571,2
CONT01463,C164,Business Management — Lecture 3: Deep Dive,1429,3
CONT01464,C164,Business Management — Lecture 4: Exercise,1772,4
CONT01465,C164,Business Management — Lecture 5: Deep Dive,1952,5
CONT01466,C164,Business Management — Lecture 6: Overview,1851,6
CONT01467,C164,Business Management — Lecture 7: Deep Dive,3351,7
CONT01468,C164,Business Management — Lecture 8: Deep Dive,1016,8
CONT01469,C164,Business Management — Lecture 9: Summary,3491,9
CONT01470,C164,Business Management — Lecture 10: Case Study,2142,10
CONT01471,C164,Business Management — Lecture 11: Deep Dive,2804,11
CONT01472,C164,Business Management — Lecture 12: Summary,987,12
CONT01473,C165,Algorithms — Lecture 1: Case Study,2776,1
CONT01474,C165,Algorithms — Lecture 2: Deep Dive,1486,2
CONT01475,C165,Algorithms — Lecture 3: Exercise,2177,3
CONT01476,C165,Algorithms — Lecture 4: Summary,2284,4
CONT01477,C165,Algorithms — Lecture 5: Examples,3169,5
CONT01478,C165,Algorithms — Lecture 6: Case Study,325,6
CONT01479,C165,Algorithms — Lecture 7: Deep Dive,1062,7
CONT01480,C165,Algorithms — Lecture 8: Deep Dive,3236,8
CONT01481,C165,Algorithms — Lecture 9: Summary,3550,9
CONT01482,C166,Macroeconomics — Lecture 1: Overview,1271,1
CONT01483,C166,Macroeconomics — Lecture 2: Deep Dive,1566,2
CONT01484,C166,Macroeconomics — Lecture 3: Examples,936,3
CONT01485,C166,Macroeconomics — Lecture 4: Examples,2561,4
CONT01486,C166,Macroeconomics — Lecture 5: Overview,920,5
CONT01487,C166,Macroeconomics — Lecture 6: Examples,1312,6
CONT01488,C166,Macroeconomics — Lecture 7: Case Study,2567,7
CONT01489,C166,Macroeconomics — Lecture 8: Examples,3373,8
CONT01490,C166,Macroeconomics — Lecture 9: Summary,727,9
CONT01491,C166,Macroeconomics — Lecture 10: Deep Dive,2818,10
CONT01492,C166,Macroeconomics — Lecture 11: Deep Dive,1663,11
CONT01493,C167,Organic Chemistry — Lecture 1: Overview,987,1
CONT01494,C167,Organic Chemistry — Lecture 2: Exercise,1949,2
CONT01495,C167,Organic Chemistry — Lecture 3: Examples,2809,3
CONT01496,C167,Organic Chemistry — Lecture 4: Exercise,2508,4
CONT01497,C167,Organic Chemistry — Lecture 5: Examples,2731,5
CONT01498,C167,Organic Chemistry — Lecture 6: Summary,2758,6
CONT01499,C167,Organic Chemistry — Lecture 7: Exercise,3107,7
CONT01500,C167,Organic Chemistry — Lecture 8: Overview,2247,8
CONT01501,C167,Organic Chemistry — Lecture 9: Case Study,1543,9
CONT01502,C167,Organic Chemistry — Lecture 10: Examples,2616,10
CONT01503,C168,Data Structures — Lecture 1: Exercise,3442,1
CONT01504,C168,Data Structures — Lecture 2: Case Study,908,2
CONT01505,C168,Data Structures — Lecture 3: Case Study,929,3
CONT01506,C168,Data Structures — Lecture 4: Overview,751,4
CONT01507,C168,Data Structures — Lecture 5: Case Study,862,5
CONT01508,C168,Data Structures — Lecture 6: Deep Dive,2565,6
CONT01509,C168,Data Structures — Lecture 7: Examples,2832,7
CONT01510,C169,Classical Mechanics — Lecture 1: Exercise,2777,1
CONT01511,C169,Classical Mechanics — Lecture 2: Summary,3284,2
CONT01512,C169,Classical Mechanics — Lecture 3: Overview,415,3
CONT01513,C169,Classical Mechanics — Lecture 4: Exercise,428,4
CONT01514,C169,Classical Mechanics — Lecture 5: Summary,452,5
CONT01515,C169,Classical Mechanics — Lecture 6: Overview,2516,6
CONT01516,C169,Classical Mechanics — Lecture 7: Case Study,2812,7
CONT01517,C170,Calculus I — Lecture 1: Overview,2117,1
CONT01518,C170,Calculus I — Lecture 2: Case Study,3354,2
CONT01519,C170,Calculus I — Lecture 3: Deep Dive,3280,3
CONT01520,C170,Calculus I — Lecture 4: Summary,1341,4
CONT01521,C170,Calculus I — Lecture 5: Examples,513,5
CONT01522,C170,Calculus I — Lecture 6: Deep Dive,3238,6
CONT01523,C170,Calculus I — Lecture 7: Examples,1978,7
CONT01524,C170,Calculus I — Lecture 8: Summary,1599,8
CONT01525,C171,Network Fundamentals — Lecture 1: Examples,2426,1
CONT01526,C171,Network Fundamentals — Lecture 2: Examples,2274,2
CONT01527,C171,Network Fundamentals — Lecture 3: Overview,1685,3
CONT01528,C171,Network Fundamentals — Lecture 4: Deep Dive,1614,4
CONT01529,C171,Network Fundamentals — Lecture 5: Examples,1823,5
CONT01530,C171,Network Fundamentals — Lecture 6: Deep Dive,1073,6
CONT01531,C171,Network Fundamentals — Lecture 7: Overview,1276,7
CONT01532,C172,Artificial Intelligence — Lecture 1: Summary,3587,1
CONT01533,C172,Artificial Intelligence — Lecture 2: Deep Dive,3458,2
CONT01534,C172,Artificial Intelligence — Lecture 3: Deep Dive,1247,3
CONT01535,C172,Artificial Intelligence — Lecture 4: Summary,1977,4
CONT01536,C172,Artificial Intelligence — Lecture 5: Deep Dive,1177,5
CONT01537,C172,Artificial Intelligence — Lecture 6: Examples,1193,6
CONT01538,C172,Artificial Intelligence — Lecture 7: Exercise,2931,7
CONT01539,C172,Artificial Intelligence — Lecture 8: Summary,3341,8
CONT01540,C172,Artificial Intelligence — Lecture 9: Case Study,797,9
CONT01541,C172,Artificial Intelligence — Lecture 10: Summary,1319,10
CONT01542,C172,Artificial Intelligence — Lecture 11: Case Study,2621,11
CONT01543,C173,Machine Learning — Lecture 1: Examples,707,1
CONT01544,C173,Machine Learning — Lecture 2: Examples,1825,2
CONT01545,C173,Machine Learning — Lecture 3: Summary,587,3
CONT01546,C173,Machine Learning — Lecture 4: Overview,374,4
CONT01547,C173,Machine Learning — Lecture 5: Case Study,2858,5
CONT01548,C173,Machine Learning — Lecture 6: Case Study,2279,6
CONT01549,C173,Machine Learning — Lecture 7: Case Study,856,7
CONT01550,C173,Machine Learning — Lecture 8: Examples,3131,8
CONT01551,C173,Machine Learning — Lecture 9: Case Study,3500,9
CONT01552,C173,Machine Learning — Lecture 10: Case Study,776,10
CONT01553,C173,Machine Learning — Lecture 11: Summary,598,11
CONT01554,C174,Thermodynamics — Lecture 1: Case Study,2116,1
CONT01555,C174,Thermodynamics — Lecture 2: Deep Dive,1773,2
CONT01556,C174,Thermodynamics — Lecture 3: Case Study,3314,3
CONT01557,C174,Thermodynamics — Lecture 4: Deep Dive,615,4
CONT01558,C174,Thermodynamics — Lecture 5: Summary,1933,5
CONT01559,C174,Thermodynamics — Lecture 6: Overview,2622,6
CONT01560,C174,Thermodynamics — Lecture 7: Case Study,3546,7
CONT01561,C174,Thermodynamics — Lecture 8: Exercise,3461,8
CONT01562,C174,Thermodynamics — Lecture 9: Overview,1456,9
CONT01563,C175,Cloud Computing — Lecture 1: Case Study,2302,1
CONT01564,C175,Cloud Computing — Lecture 2: Exercise,1878,2
CONT01565,C175,Cloud Computing — Lecture 3: Examples,1792,3
CONT01566,C175,Cloud Computing — Lecture 4: Examples,2662,4
CONT01567,C175,Cloud Computing — Lecture 5: Examples,1784,5
CONT01568,C175,Cloud Computing — Lecture 6: Exercise,905,6
CONT01569,C176,Financial Accounting — Lecture 1: Deep Dive,750,1
CONT01570,C176,Financial Accounting — Lecture 2: Deep Dive,1422,2
CONT01571,C176,Financial Accounting — Lecture 3: Exercise,3348,3
CONT01572,C176,Financial Accounting — Lecture 4: Overview,1785,4
CONT01573,C176,Financial Accounting — Lecture 5: Deep Dive,981,5
CONT01574,C176,Financial Accounting — Lecture 6: Examples,1040,6
CONT01575,C176,Financial Accounting — Lecture 7: Deep Dive,3479,7
CONT01576,C176,Financial Accounting — Lecture 8: Deep Dive,2456,8
CONT01577,C176,Financial Accounting — Lecture 9: Deep Dive,752,9
CONT01578,C176,Financial Accounting — Lecture 10: Case Study,1918,10
CONT01579,C176,Financial Accounting — Lecture 11: Deep Dive,2415,11
CONT01580,C176,Financial Accounting — Lecture 12: Exercise,3274,12
CONT01581,C177,Deep Learning — Lecture 1: Exercise,1062,1
CONT01582,C177,Deep Learning — Lecture 2: Exercise,944,2
CONT01583,C177,Deep Learning — Lecture 3: Case Study,1385,3
CONT01584,C177,Deep Learning — Lecture 4: Summary,1927,4
CONT01585,C177,Deep Learning — Lecture 5: Deep Dive,2272,5
CONT01586,C177,Deep Learning — Lecture 6: Case Study,1032,6
CONT01587,C177,Deep Learning — Lecture 7: Examples,2168,7
CONT01588,C177,Deep Learning — Lecture 8: Summary,1782,8
CONT01589,C177,Deep Learning — Lecture 9: Deep Dive,785,9
CONT01590,C178,Entrepreneurship — Lecture 1: Case Study,3017,1
CONT01591,C178,Entrepreneurship — Lecture 2: Overview,1980,2
CONT01592,C178,Entrepreneurship — Lecture 3: Overview,1327,3
CONT01593,C178,Entrepreneurship — Lecture 4: Summary,1556,4
CONT01594,C178,Entrepreneurship — Lecture 5: Case Study,2467,5
CONT01595,C178,Entrepreneurship — Lecture 6: Exercise,708,6
CONT01596,C178,Entrepreneurship — Lecture 7: Examples,3442,7
CONT01597,C178,Entrepreneurship — Lecture 8: Overview,1067,8
CONT01598,C178,Entrepreneurship — Lecture 9: Deep Dive,2161,9
CONT01599,C178,Entrepreneurship — Lecture 10: Case Study,1469,10
CONT01600,C178,Entrepreneurship — Lecture 11: Exercise,2417,11
CONT01601,C179,French Basics — Lecture 1: Exercise,2064,1
CONT01602,C179,French Basics — Lecture 2: Summary,1240,2
CONT01603,C179,French Basics — Lecture 3: Examples,1813,3
CONT01604,C179,French Basics — Lecture 4: Examples,3188,4
CONT01605,C179,French Basics — Lecture 5: Summary,1112,5
CONT01606,C179,French Basics — Lecture 6: Examples,1028,6
CONT01607,C179,French Basics — Lecture 7: Case Study,1939,7
CONT01608,C179,French Basics — Lecture 8: Deep Dive,1030,8
CONT01609,C179,French Basics — Lecture 9: Exercise,986,9
CONT01610,C179,French Basics — Lecture 10: Summary,1420,10
CONT01611,C180,Business Management — Lecture 1: Summary,2512,1
CONT01612,C180,Business Management — Lecture 2: Summary,1575,2
CONT01613,C180,Business Management — Lecture 3: Deep Dive,3163,3
CONT01614,C180,Business Management — Lecture 4: Exercise,499,4
CONT01615,C180,Business Management — Lecture 5: Case Study,987,5
CONT01616,C180,Business Management — Lecture 6: Examples,2237,6
CONT01617,C180,Business Management — Lecture 7: Case Study,1372,7
CONT01618,C180,Business Management — Lecture 8: Overview,1749,8
CONT01619,C180,Business Management — Lecture 9: Exercise,3251,9
CONT01620,C181,Algorithms — Lecture 1: Case Study,2175,1
CONT01621,C181,Algorithms — Lecture 2: Case Study,2414,2
CONT01622,C181,Algorithms — Lecture 3: Summary,3348,3
CONT01623,C181,Algorithms — Lecture 4: Examples,3343,4
CONT01624,C181,Algorithms — Lecture 5: Overview,1760,5
CONT01625,C181,Algorithms — Lecture 6: Exercise,1830,6
CONT01626,C181,Algorithms — Lecture 7: Exercise,1208,7
CONT01627,C181,Algorithms — Lecture 8: Case Study,477,8
CONT01628,C181,Algorithms — Lecture 9: Summary,3372,9
CONT01629,C181,Algorithms — Lecture 10: Overview,2412,10
CONT01630,C181,Algorithms — Lecture 11: Overview,1388,11
CONT01631,C181,Algorithms — Lecture 12: Deep Dive,2764,12
CONT01632,C182,Organic Chemistry — Lecture 1: Summary,1648,1
CONT01633,C182,Organic Chemistry — Lecture 2: Overview,1411,2
CONT01634,C182,Organic Chemistry — Lecture 3: Deep Dive,2131,3
CONT01635,C182,Organic Chemistry — Lecture 4: Overview,2957,4
CONT01636,C182,Organic Chemistry — Lecture 5: Summary,1099,5
CONT01637,C182,Organic Chemistry — Lecture 6: Summary,828,6
CONT01638,C182,Organic Chemistry — Lecture 7: Overview,2171,7
CONT01639,C182,Organic Chemistry — Lecture 8: Overview,3477,8
CONT01640,C182,Organic Chemistry — Lecture 9: Summary,572,9
CONT01641,C182,Organic Chemistry — Lecture 10: Overview,1157,10
CONT01642,C183,Databases — Lecture 1: Case Study,1344,1
CONT01643,C183,Databases — Lecture 2: Overview,3311,2
CONT01644,C183,Databases — Lecture 3: Deep Dive,1009,3
CONT01645,C183,Databases — Lecture 4: Summary,946,4
CONT01646,C183,Databases — Lecture 5: Overview,2624,5
CONT01647,C183,Databases — Lecture 6: Exercise,2099,6
CONT01648,C183,Databases — Lecture 7: Exercise,2229,7
CONT01649,C184,English Literature — Lecture 1: Summary,809,1
CONT01650,C184,English Literature — Lecture 2: Deep Dive,1724,2
CONT01651,C184,English Literature — Lecture 3: Exercise,1878,3
CONT01652,C184,English Literature — Lecture 4: Exercise,1227,4
CONT01653,C184,English Literature — Lecture 5: Examples,706,5
CONT01654,C184,English Literature — Lecture 6: Case Study,2583,6
CONT01655,C184,English Literature — Lecture 7: Exercise,2483,7
CONT01656,C184,English Literature — Lecture 8: Overview,464,8
CONT01657,C184,English Literature — Lecture 9: Case Study,438,9
CONT01658,C185,Statistics — Lecture 1: Summary,1038,1
CONT01659,C185,Statistics — Lecture 2: Exercise,3436,2
CONT01660,C185,Statistics — Lecture 3: Overview,548,3
CONT01661,C185,Statistics — Lecture 4: Overview,1492,4
CONT01662,C185,Statistics — Lecture 5: Overview,952,5
CONT01663,C185,Statistics — Lecture 6: Case Study,1616,6
CONT01664,C185,Statistics — Lecture 7: Case Study,3590,7
CONT01665,C185,Statistics — Lecture 8: Case Study,1257,8
CONT01666,C185,Statistics — Lecture 9: Exercise,412,9
CONT01667,C185,Statistics — Lecture 10: Summary,1940,10
CONT01668,C185,Statistics — Lecture 11: Case Study,2706,11
CONT01669,C186,French Basics — Lecture 1: Summary,3086,1
CONT01670,C186,French Basics — Lecture 2: Overview,3373,2
CONT01671,C186,French Basics — Lecture 3: Examples,1877,3
CONT01672,C186,French Basics — Lecture 4: Exercise,873,4
CONT01673,C186,French Basics — Lecture 5: Case Study,1904,5
CONT01674,C186,French Basics — Lecture 6: Exercise,3595,6
CONT01675,C186,French Basics — Lecture 7: Examples,740,7
CONT01676,C186,French Basics — Lecture 8: Summary,1508,8
CONT01677,C186,French Basics — Lecture 9: Summary,2274,9
CONT01678,C186,French Basics — Lecture 10: Overview,1724,10
CONT01679,C186,French Basics — Lecture 11: Exercise,1027,11
CONT01680,C187,World History — Lecture 1: Summary,2427,1
CONT01681,C187,World History — Lecture 2: Summary,1640,2
CONT01682,C187,World History — Lecture 3: Deep Dive,1401,3
CONT01683,C187,World History — Lecture 4: Summary,956,4
CONT01684,C187,World History — Lecture 5: Exercise,2445,5
CONT01685,C187,World History — Lecture 6: Exercise,1152,6
CONT01686,C187,World History — Lecture 7: Exercise,1894,7
CONT01687,C187,World History — Lecture 8: Overview,899,8
CONT01688,C187,World History — Lecture 9: Overview,946,9
CONT01689,C188,Microeconomics — Lecture 1: Case Study,2683,1
CONT01690,C188,Microeconomics — Lecture 2: Case Study,1404,2
CONT01691,C188,Microeconomics — Lecture 3: Case Study,2726,3
CONT01692,C188,Microeconomics — Lecture 4: Case Study,1083,4
CONT01693,C188,Microeconomics — Lecture 5: Overview,884,5
CONT01694,C188,Microeconomics — Lecture 6: Overview,3169,6
CONT01695,C188,Microeconomics — Lecture 7: Deep Dive,661,7
CONT01696,C188,Microeconomics — Lecture 8: Overview,3002,8
CONT01697,C189,Cloud Computing — Lecture 1: Deep Dive,2566,1
CONT01698,C189,Cloud Computing — Lecture 2: Case Study,2987,2
CONT01699,C189,Cloud Computing — Lecture 3: Examples,2462,3
CONT01700,C189,Cloud Computing — Lecture 4: Examples,3109,4
CONT01701,C189,Cloud Computing — Lecture 5: Case Study,520,5
CONT01702,C189,Cloud Computing — Lecture 6: Summary,3154,6
CONT01703,C189,Cloud Computing — Lecture 7: Exercise,2219,7
CONT01704,C189,Cloud Computing — Lecture 8: Summary,1872,8
CONT01705,C189,Cloud Computing — Lecture 9: Summary,3293,9
CONT01706,C189,Cloud Computing — Lecture 10: Examples,732,10
CONT01707,C189,Cloud Computing — Lecture 11: Exercise,2885,11
CONT01708,C189,Cloud Computing — Lecture 12: Deep Dive,3417,12
CONT01709,C190,Cell Biology — Lecture 1: Case Study,2298,1
CONT01710,C190,Cell Biology — Lecture 2: Case Study,1438,2
CONT01711,C190,Cell Biology — Lecture 3: Deep Dive,2465,3
CONT01712,C190,Cell Biology — Lecture 4: Deep Dive,1767,4
CONT01713,C190,Cell Biology — Lecture 5: Deep Dive,788,5
